train_mae_avg,train_mse_avg,train_rmse_avg,test_mae_avg,test_mse_avg,test_rmse_avg
0.19843887041012445,0.06541922193848425,0.25065966414080726,0.22123985663056372,0.08330667652189731,0.2841842845082283
