C,epsilon,mae_avg,mse_avg,rmse_avg
0.001,0.0001,0.30118194464121434,0.23142020431766802,0.476257611115801
0.001,0.00035938136638046257,0.30119191572053833,0.23143297099491805,0.47627387931908405
0.001,0.001291549665014884,0.30118137995473704,0.23142116050133624,0.47626316361169974
0.001,0.004641588833612782,0.301195817796229,0.2314667006380217,0.47629961069878596
0.001,0.016681005372000592,0.30118280544503606,0.23151844828562163,0.4763720374177118
0.001,0.05994842503189409,0.3011293021889102,0.23127603337965108,0.4761629948654445
0.001,0.21544346900318845,0.3024522415740213,0.23080054830723484,0.4756659187144548
0.001,0.7742636826811278,0.38359975469888913,0.26780110741940666,0.5146694773748075
0.001,2.782559402207126,0.9901408450704204,1.1036478873239393,1.0503138363563784
0.001,10.0,0.9901408450704204,1.1036478873239393,1.0503138363563784
0.004641588833612777,0.0001,0.28016618573844443,0.20623320406932505,0.44894774781399044
0.004641588833612777,0.00035938136638046257,0.2801502087280728,0.20621992959928184,0.44892860562098436
0.004641588833612777,0.001291549665014884,0.2801727029730467,0.20623378092744402,0.44893938933385097
0.004641588833612777,0.004641588833612782,0.280257871857985,0.20634275364531854,0.44908220422228967
0.004641588833612777,0.016681005372000592,0.2801283563876439,0.20628835660817296,0.44899473087301994
0.004641588833612777,0.05994842503189409,0.28142542061942327,0.20748508330235316,0.45031866805793425
0.004641588833612777,0.21544346900318845,0.2825165633809064,0.20611874245972356,0.44891186287121815
0.004641588833612777,0.7742636826811278,0.37619445836537524,0.25747115050880814,0.5045287470892736
0.004641588833612777,2.782559402207126,0.9901408450704204,1.1036478873239393,1.0503138363563784
0.004641588833612777,10.0,0.9901408450704204,1.1036478873239393,1.0503138363563784
0.021544346900318832,0.0001,0.24622661112298821,0.15704999270574624,0.391131013228884
0.021544346900318832,0.00035938136638046257,0.24621021568082718,0.15705566755042594,0.3911351470802057
0.021544346900318832,0.001291549665014884,0.24618813209164614,0.15704251068169842,0.3911120116891991
0.021544346900318832,0.004641588833612782,0.2461682824206232,0.15699445854852118,0.39105649468456755
0.021544346900318832,0.016681005372000592,0.24627152294979923,0.15693103564412053,0.39100778326226865
0.021544346900318832,0.05994842503189409,0.24609441570377233,0.1565748835167149,0.3905749526254042
0.021544346900318832,0.21544346900318845,0.2515749697114207,0.16216420148055782,0.3975026588397218
0.021544346900318832,0.7742636826811278,0.3470978773027059,0.2243647487280435,0.47172850807015687
0.021544346900318832,2.782559402207126,0.9901408450704204,1.1036478873239393,1.0503138363563784
0.021544346900318832,10.0,0.9901408450704204,1.1036478873239393,1.0503138363563784
0.1,0.0001,0.21329200964398307,0.10584167828232247,0.3216903922854707
0.1,0.00035938136638046257,0.2133066127248105,0.10584282409621563,0.3216911045411966
0.1,0.001291549665014884,0.21329249334561018,0.10583254915207467,0.32167361594287536
0.1,0.004641588833612782,0.21322440763231748,0.1057895227370305,0.32160314932760603
0.1,0.016681005372000592,0.21351088323937845,0.1056424368455835,0.32133293782269423
0.1,0.05994842503189409,0.21370054756286416,0.10664486197729181,0.3228119341084724
0.1,0.21544346900318845,0.21579293661309595,0.10939951058992212,0.32679542150338625
0.1,0.7742636826811278,0.3031843225757872,0.16896072066610623,0.40869165657835793
0.1,2.782559402207126,0.9901408450704204,1.1036478873239393,1.0503138363563784
0.1,10.0,0.9901408450704204,1.1036478873239393,1.0503138363563784
0.46415888336127775,0.0001,0.20424321827185715,0.08370391884183699,0.2863357907545694
0.46415888336127775,0.00035938136638046257,0.2042192322788475,0.08369255018343437,0.286316272966651
0.46415888336127775,0.001291549665014884,0.20416579772947596,0.08368322963975086,0.28630189996795324
0.46415888336127775,0.004641588833612782,0.20399588465155824,0.08363962900740778,0.286244028900283
0.46415888336127775,0.016681005372000592,0.20352790966891526,0.08356694159970945,0.28607656483582733
0.46415888336127775,0.05994842503189409,0.20257727578463758,0.0833809581038341,0.28544175046299775
0.46415888336127775,0.21544346900318845,0.20343262408458895,0.0847951742292486,0.2881835639030926
0.46415888336127775,0.7742636826811278,0.2749536620444558,0.1334745564234234,0.36335228933350106
