C,epsilon,mae_avg,mse_avg,rmse_avg
0.46415888336127775,2.782559402207126,0.9901408450704204,1.1036478873239393,1.0503138363563784
0.46415888336127775,10.0,0.9901408450704204,1.1036478873239393,1.0503138363563784
2.154434690031882,0.0001,0.20385163582312385,0.07562947920224827,0.2722803579065511
2.154434690031882,0.00035938136638046257,0.20383953235269478,0.07562998682955605,0.2722786060271651
2.154434690031882,0.001291549665014884,0.20381180508371105,0.07561617099077919,0.2722467758430151
2.154434690031882,0.004641588833612782,0.203753990607211,0.07558956489723531,0.2721758554623704
2.154434690031882,0.016681005372000592,0.20368074776465944,0.07556776656210709,0.2720760155005404
2.154434690031882,0.05994842503189409,0.20312366984249902,0.0753527631823254,0.2715247362572627
2.154434690031882,0.21544346900318845,0.20354093471801696,0.07729096486782049,0.27510588819129017
2.154434690031882,0.7742636826811278,0.2732956092712887,0.1261154344896576,0.3531783889946613
2.154434690031882,2.782559402207126,0.9901408450704204,1.1036478873239393,1.0503138363563784
2.154434690031882,10.0,0.9901408450704204,1.1036478873239393,1.0503138363563784
10.0,0.0001,0.22240750510326737,0.0918528338324071,0.3003105637079173
10.0,0.00035938136638046257,0.2224049636761317,0.09183904511730383,0.30028986829494314
10.0,0.001291549665014884,0.2223536746083455,0.09179004277366898,0.3002158118979221
10.0,0.004641588833612782,0.22224368278582024,0.09158959362252722,0.2999319297404827
10.0,0.016681005372000592,0.22144849179333925,0.09067593789878328,0.2985388041098339
10.0,0.05994842503189409,0.21910521959578685,0.08816428469772651,0.2944490471990746
10.0,0.21544346900318845,0.21546412182914376,0.08444189761708049,0.28783688424369624
10.0,0.7742636826811278,0.2732956092712887,0.1261154344896576,0.3531783889946613
10.0,2.782559402207126,0.9901408450704204,1.1036478873239393,1.0503138363563784
10.0,10.0,0.9901408450704204,1.1036478873239393,1.0503138363563784
46.41588833612773,0.0001,0.2613643182185758,0.12300938942745254,0.34868303599609607
46.41588833612773,0.00035938136638046257,0.2613099609517482,0.12296384912453924,0.34862041273337246
46.41588833612773,0.001291549665014884,0.2611267519227713,0.12279756745920789,0.3483834509304758
46.41588833612773,0.004641588833612782,0.2605830545870667,0.12225085095874133,0.34760608607977095
46.41588833612773,0.016681005372000592,0.25849379890880636,0.12011115836060934,0.3445499024541937
46.41588833612773,0.05994842503189409,0.2489643185090611,0.11100395699702466,0.3314153409641253
46.41588833612773,0.21544346900318845,0.23002340320772094,0.09482920305256112,0.30595028025387616
46.41588833612773,0.7742636826811278,0.2732956092712887,0.1261154344896576,0.3531783889946613
46.41588833612773,2.782559402207126,0.9901408450704204,1.1036478873239393,1.0503138363563784
46.41588833612773,10.0,0.9901408450704204,1.1036478873239393,1.0503138363563784
215.44346900318823,0.0001,0.31170011962981437,0.17905499035537079,0.4194310747360125
215.44346900318823,0.00035938136638046257,0.31157607511864266,0.17890713806991337,0.4192575532386179
215.44346900318823,0.001291549665014884,0.3111427316887239,0.1783894076866217,0.4186496190182467
215.44346900318823,0.004641588833612782,0.30951077524412524,0.17645018665532117,0.41637900170932507
215.44346900318823,0.016681005372000592,0.30318947235751664,0.16883609149715334,0.40745930348253234
215.44346900318823,0.05994842503189409,0.28348017751313226,0.1466612874952333,0.379919090739285
215.44346900318823,0.21544346900318845,0.24437630720992218,0.106459110525714,0.3247023144681619
215.44346900318823,0.7742636826811278,0.2732956092712887,0.1261154344896576,0.3531783889946613
215.44346900318823,2.782559402207126,0.9901408450704204,1.1036478873239393,1.0503138363563784
215.44346900318823,10.0,0.9901408450704204,1.1036478873239393,1.0503138363563784
1000.0,0.0001,0.33739061091138456,0.20990754560134542,0.45262424210818486
1000.0,0.00035938136638046257,0.33717239764312573,0.20964190118747267,0.452341445300897
1000.0,0.001291549665014884,0.3363539473993436,0.2086344654350074,0.4512687330055547
1000.0,0.004641588833612782,0.3334642542508445,0.205185288798761,0.44758887901711253
1000.0,0.016681005372000592,0.32361617964711714,0.19394153965143207,0.43539223372743185
1000.0,0.05994842503189409,0.2959385108319148,0.1603649272211734,0.39664428033129784
1000.0,0.21544346900318845,0.24502165984925947,0.10682781297295389,0.32533977786830554
1000.0,0.7742636826811278,0.2732956092712887,0.1261154344896576,0.3531783889946613
1000.0,2.782559402207126,0.9901408450704204,1.1036478873239393,1.0503138363563784
1000.0,10.0,0.9901408450704204,1.1036478873239393,1.0503138363563784
