alpha_1,lambda_1,mae_avg,mse_avg,rmse_avg
7.742636826811277e-06,2.782559402207126e-06,0.20996023966756822,0.07320320506893048,0.270055841725091
7.742636826811277e-06,7.742636826811277e-06,0.20996024043917272,0.07320320538556066,0.2700558423229194
7.742636826811277e-06,2.1544346900318823e-05,0.20996024258620855,0.07320320626660448,0.27005584398641547
7.742636826811277e-06,5.994842503189409e-05,0.20996024856046488,0.07320320871817355,0.27005584861521503
7.742636826811277e-06,0.0001668100537200059,0.20996026518420202,0.07320321553990469,0.2700558614953028
7.742636826811277e-06,0.00046415888336127773,0.20996031144084681,0.07320323452250713,0.2700558973362854
7.742636826811277e-06,0.0012915496650148827,0.2099604401535454,0.07320328734838263,0.2700559970765853
7.742636826811277e-06,0.003593813663804626,0.20996079831075445,0.07320343438331682,0.2700562746922513
7.742636826811277e-06,0.01,0.2099618044870307,0.07320384385588663,0.2700570478120264
2.1544346900318823e-05,1e-06,0.20996023933061064,0.0732032049302811,0.27005584146323997
2.1544346900318823e-05,2.782559402207126e-06,0.20996023960791116,0.073203205044072,0.27005584167808816
2.1544346900318823e-05,7.742636826811277e-06,0.20996024037951563,0.07320320536070213,0.27005584227591656
2.1544346900318823e-05,2.1544346900318823e-05,0.2099602425265513,0.07320320624174592,0.2700558439394125
2.1544346900318823e-05,5.994842503189409e-05,0.2099602485008071,0.07320320869331456,0.2700558485682113
2.1544346900318823e-05,0.0001668100537200059,0.20996026512454394,0.07320321551504497,0.2700558614482977
2.1544346900318823e-05,0.00046415888336127773,0.20996031138118654,0.07320323449764528,0.27005589728927626
2.1544346900318823e-05,0.0012915496650148827,0.20996044009388,0.07320328732351492,0.27005599702956506
2.1544346900318823e-05,0.003593813663804626,0.20996079825107444,0.07320343435843288,0.27005627464520054
2.1544346900318823e-05,0.01,0.20996180442631135,0.07320384383095736,0.27005704776489026
5.994842503189409e-05,1e-06,0.2099602391646111,0.07320320486111079,0.2700558413324517
5.994842503189409e-05,2.782559402207126e-06,0.2099602394419114,0.07320320497490167,0.27005584154729984
5.994842503189409e-05,7.742636826811277e-06,0.20996024021351567,0.07320320529153171,0.27005584214512807
5.994842503189409e-05,2.1544346900318823e-05,0.2099602423605511,0.07320320617257522,0.2700558438086235
5.994842503189409e-05,5.994842503189409e-05,0.20996024833480664,0.07320320862414338,0.2700558484374214
5.994842503189409e-05,0.0001668100537200059,0.2099602649585414,0.07320321544587147,0.2700558613175034
5.994842503189409e-05,0.00046415888336127773,0.20996031121517883,0.07320323442846591,0.27005589715847095
5.994842503189409e-05,0.0012915496650148827,0.2099604399278579,0.07320328725431943,0.2700559968987294
5.994842503189409e-05,0.003593813663804626,0.20996079808501195,0.07320343428919196,0.27005627451427927
5.994842503189409e-05,0.01,0.20996180425735708,0.07320384376159074,0.27005704763373223
0.0001668100537200059,1e-06,0.20996023870270736,0.07320320466864091,0.2700558409685267
0.0001668100537200059,2.782559402207126e-06,0.20996023898000749,0.07320320478243157,0.27005584118337445
0.0001668100537200059,7.742636826811277e-06,0.20996023975161168,0.07320320509906139,0.27005584178120223
0.0001668100537200059,2.1544346900318823e-05,0.20996024189864654,0.07320320598010413,0.2700558434446962
0.0001668100537200059,5.994842503189409e-05,0.2099602478729002,0.07320320843167018,0.27005584807349015
0.0001668100537200059,0.0001668100537200059,0.20996026449662977,0.07320321525339257,0.27005586095356143
0.0001668100537200059,0.00046415888336127773,0.20996031075325267,0.07320323423597072,0.2700558967944983
0.0001668100537200059,0.0012915496650148827,0.20996043946589132,0.07320328706177884,0.27005599653467127
0.0001668100537200059,0.003593813663804626,0.20996079762293363,0.0732034340965256,0.27005627414998423
0.0001668100537200059,0.01,0.20996180378723112,0.07320384356857368,0.2700570472687768
0.00046415888336127773,1e-06,0.20996023741743436,0.07320320413308276,0.2700558399558851
0.00046415888336127773,2.782559402207126e-06,0.20996023769473432,0.07320320424687317,0.27005584017073236
0.00046415888336127773,7.742636826811277e-06,0.20996023846633757,0.07320320456350213,0.2700558407685586
0.00046415888336127773,2.1544346900318823e-05,0.20996024061337062,0.07320320544454287,0.2700558424320487
0.00046415888336127773,5.994842503189409e-05,0.20996024658761897,0.073203207896103,0.2700558470608316
0.00046415888336127773,0.0001668100537200059,0.20996026321133412,0.0732032147178091,0.27005585994087217
0.00046415888336127773,0.00046415888336127773,0.209960309467917,0.07320323370034212,0.27005589578172395
0.00046415888336127773,0.0012915496650148827,0.2099604381804435,0.07320328652602419,0.2700559955216596
0.00046415888336127773,0.003593813663804626,0.20996079633717427,0.07320343356042085,0.27005627313631325
0.00046415888336127773,0.01,0.20996180247907895,0.07320384303149334,0.2700570462532685
0.0012915496650148827,1e-06,0.20996023384109685,0.07320320264286928,0.27005583713816655
0.0012915496650148827,2.782559402207126e-06,0.20996023411839623,0.07320320275665922,0.270055837353013
0.0012915496650148827,7.742636826811277e-06,0.20996023488999777,0.07320320307328602,0.2700558379508351
0.0012915496650148827,2.1544346900318823e-05,0.20996023703702543,0.07320320395432076,0.2700558396143139
0.0012915496650148827,5.994842503189409e-05,0.20996024301125943,0.07320320640586472,0.27005584424306633
0.0012915496650148827,0.0001668100537200059,0.20996025963493414,0.07320321322752557,0.2700558571230217
0.0012915496650148827,0.00046415888336127773,0.20996030589140494,0.0732032322099327,0.2700558929636364
0.0012915496650148827,0.0012915496650148827,0.20996043460362007,0.07320328503526459,0.27005599270291253
0.0012915496650148827,0.003593813663804626,0.20996079275948326,0.07320343206868621,0.27005627031572993
0.0012915496650148827,0.01,0.20996179883907978,0.07320384153704461,0.27005704342757386
0.003593813663804626,1e-06,0.20996022388981134,0.0732031984963313,0.27005582929782845
0.003593813663804626,2.782559402207126e-06,0.20996022416710888,0.07320319861011901,0.2700558295126707
0.003593813663804626,7.742636826811277e-06,0.20996022493870542,0.07320319892674013,0.2700558301104821
0.003593813663804626,2.1544346900318823e-05,0.20996022708571854,0.07320319980775868,0.27005583177393055
0.003593813663804626,5.994842503189409e-05,0.20996023305991232,0.07320320225925735,0.27005583640259756
0.003593813663804626,0.0001668100537200059,0.20996024968347507,0.07320320908079227,0.2700558492823158
0.003593813663804626,0.00046415888336127773,0.20996029593963436,0.07320322806284921,0.270055885122271
0.003593813663804626,0.0012915496650148827,0.209960424650982,0.07320328088720639,0.27005598485971144
0.003593813663804626,0.003593813663804626,0.20996078280443226,0.07320342791791533,0.2700562624674201
0.003593813663804626,0.01,0.20996178871065346,0.07320383737872119,0.27005703556504057
0.01,1e-06,0.2099601962004348,0.07320318695887865,0.2700558074826323
0.01,2.782559402207126e-06,0.2099601964777269,0.07320318707266049,0.27005580769746346
0.01,7.742636826811277e-06,0.20996019724930925,0.07320318738926554,0.27005580829524456
0.01,2.1544346900318823e-05,0.20996019939628224,0.07320318827023883,0.27005580995860773
0.01,5.994842503189409e-05,0.20996020537036375,0.07320319072161147,0.2700558145870374
0.01,0.0001668100537200059,0.20996022199361492,0.07320319754279622,0.27005582746609624
0.01,0.00046415888336127773,0.2099602682489067,0.07320321652387857,0.270055863304216
0.01,0.0012915496650148827,0.20996039695784163,0.07320326934552408,0.2700559630365495
0.01,0.003593813663804626,0.20996075510457737,0.07320341636868519,0.27005624063004346
0.01,0.01,0.2099617605283901,0.07320382580847638,0.27005701368808777
