alpha_1,lambda_1,mae_avg,mse_avg,rmse_avg
0.0001668100537200059,0.0012915496650148827,0.22243217849056168,0.2413507229310074,0.4045793921077367
0.0001668100537200059,0.003593813663804626,0.2224322086559874,0.2413550376110784,0.40458158481821177
0.0001668100537200059,0.01,0.22243229261297848,0.24136704295710726,0.4045876859804117
0.00046415888336127773,1e-06,0.22243216147135425,0.24134828859316224,0.40457815499312505
0.00046415888336127773,2.782559402207126e-06,0.22243216149470685,0.241348291933939,0.4045781566908885
0.00046415888336127773,7.742636826811277e-06,0.22243216155968776,0.2413483012298488,0.40457816141501696
0.00046415888336127773,2.1544346900318823e-05,0.22243216174050068,0.24134832709626547,0.40457817456018236
0.00046415888336127773,5.994842503189409e-05,0.22243216224362367,0.24134839907108754,0.4045782111373787
0.00046415888336127773,0.0001668100537200059,0.22243216364359944,0.2413485993451651,0.4045783129155498
0.00046415888336127773,0.00046415888336127773,0.22243216753915754,0.24134915661858686,0.40457859611895686
0.00046415888336127773,0.0012915496650148827,0.22243217837911108,0.2413507072565099,0.40457938414617073
0.00046415888336127773,0.003593813663804626,0.22243220854449391,0.24135502193301767,0.404581576854785
0.00046415888336127773,0.01,0.2224322925013657,0.24136702726913226,0.40458767801180856
0.0012915496650148827,1e-06,0.2224321611613048,0.24134824498364132,0.4045781328425699
0.0012915496650148827,2.782559402207126e-06,0.22243216118465753,0.24134824832441062,0.40457813454032954
0.0012915496650148827,7.742636826811277e-06,0.22243216124963813,0.2413482576202981,0.4045781392644462
0.0012915496650148827,2.1544346900318823e-05,0.22243216143045022,0.2413482834866547,0.4045781524095803
0.0012915496650148827,5.994842503189409e-05,0.22243216193357146,0.24134835546131303,0.4045781889866912
0.0012915496650148827,0.0001668100537200059,0.22243216333354163,0.2413485557349297,0.4045782907646216
0.0012915496650148827,0.00046415888336127773,0.22243216722908415,0.24134911300707204,0.40457857396736036
0.0012915496650148827,0.0012915496650148827,0.22243217806899507,0.24135066364143273,0.4045793619927144
0.0012915496650148827,0.003593813663804626,0.22243220823425816,0.24135497830802702,0.40458155469615226
0.0012915496650148827,0.01,0.2224322921907978,0.2413669836165559,0.4045876558387718
0.003593813663804626,1e-06,0.22243216029858504,0.24134812363866515,0.40457807120790334
0.003593813663804626,2.782559402207126e-06,0.2224321603219374,0.24134812697941185,0.4045780729056512
0.003593813663804626,7.742636826811277e-06,0.22243216038691743,0.2413481362752404,0.4045780776297371
0.003593813663804626,2.1544346900318823e-05,0.22243216056772747,0.24134816214143173,0.40457809077478474
0.003593813663804626,5.994842503189409e-05,0.22243216107084315,0.241348234115629,0.40457812735165516
0.003593813663804626,0.0001668100537200059,0.2224321624707978,0.24134843438796624,0.4045782291289172
0.003593813663804626,0.00046415888336127773,0.22243216636629776,0.2413489916565461,0.40457851232979614
0.003593813663804626,0.0012915496650148827,0.22243217720608888,0.2413505422809934,0.40457930034997364
0.003593813663804626,0.003593813663804626,0.22243220737102,0.24135485692000516,0.4045814930390093
0.003593813663804626,0.01,0.22243229132663478,0.2413668621517754,0.40458759414154855
0.01,1e-06,0.22243215789809997,0.24134778599762355,0.4045778997101882
0.01,2.782559402207126e-06,0.22243215792145157,0.2413477893383107,0.4045779014079051
0.01,7.742636826811277e-06,0.22243215798642954,0.24134779863397454,0.404577906131905
0.01,2.1544346900318823e-05,0.22243215816723416,0.2413478244997056,0.4045779192767124
0.01,5.994842503189409e-05,0.22243215867033403,0.24134789647262206,0.40457795585291345
0.01,0.0001668100537200059,0.22243216007024597,0.2413480967413983,0.4045780576283165
0.01,0.00046415888336127773,0.22243216396562632,0.24134865400006564,0.40457834082401944
0.01,0.0012915496650148827,0.22243217480508543,0.2413502045969312,0.404579128829795
0.01,0.003593813663804626,0.2224322049690924,0.24135451915919343,0.40458132147875536
0.01,0.01,0.22243228892213396,0.24136652417738585,0.40458742246977336
