alpha_1,lambda_1,mae_avg,mse_avg,rmse_avg
7.742636826811277e-06,0.00046415888336127773,0.2631645519282019,0.15784924207154022,0.3931450232704561
7.742636826811277e-06,0.0012915496650148827,0.2631645057223987,0.1578493686773029,0.3931451723830152
7.742636826811277e-06,0.003593813663804626,0.2631643771477811,0.15784972100282219,0.39314558734224353
7.742636826811277e-06,0.01,0.2631640193485453,0.15785070165962872,0.39314674233690583
2.1544346900318823e-05,1e-06,0.26316457783684466,0.15784917109122223,0.39314493967206665
2.1544346900318823e-05,2.782559402207126e-06,0.26316457773729945,0.15784917136396986,0.39314493999330075
2.1544346900318823e-05,7.742636826811277e-06,0.26316457746030786,0.15784917212290636,0.3931449408871532
2.1544346900318823e-05,2.1544346900318823e-05,0.2631645766895627,0.1578491742346936,0.3931449433743525
2.1544346900318823e-05,5.994842503189409e-05,0.263164574544917,0.15784918011087762,0.393144950295145
2.1544346900318823e-05,0.0001668100537200059,0.2631645685773044,0.15784919646178988,0.39314496955275813
2.1544346900318823e-05,0.00046415888336127773,0.26316455197199684,0.15784924195979874,0.3931450231389547
2.1544346900318823e-05,0.0012915496650148827,0.263164505766197,0.15784936856554968,0.3931451722514999
2.1544346900318823e-05,0.003593813663804626,0.2631643771915872,0.1578497208910356,0.39314558721068865
2.1544346900318823e-05,0.01,0.26316401939237427,0.15785070154774974,0.39314674220524143
5.994842503189409e-05,1e-06,0.26316457795870324,0.15784917078031416,0.39314493930617933
5.994842503189409e-05,2.782559402207126e-06,0.2631645778591575,0.15784917105306154,0.39314493962741287
5.994842503189409e-05,7.742636826811277e-06,0.26316457758216627,0.15784917181199798,0.39314494052126536
5.994842503189409e-05,2.1544346900318823e-05,0.2631645768114209,0.15784917392378475,0.3931449430084641
5.994842503189409e-05,5.994842503189409e-05,0.2631645746667759,0.1578491797999673,0.39314494992925486
5.994842503189409e-05,0.0001668100537200059,0.26316456869916427,0.15784919615087503,0.3931449691868626
5.994842503189409e-05,0.00046415888336127773,0.26316455209385964,0.1578492416488721,0.39314502277304514
5.994842503189409e-05,0.0012915496650148827,0.26316450588806767,0.15784936825458978,0.393145171885551
5.994842503189409e-05,0.003593813663804626,0.26316437731348113,0.1578497205799833,0.3931455868446302
5.994842503189409e-05,0.01,0.26316401951433094,0.15785070123643996,0.3931467418388775
0.0001668100537200059,1e-06,0.2631645782977806,0.1578491699151945,0.39314493828807623
0.0001668100537200059,2.782559402207126e-06,0.26316457819823535,0.15784917018794173,0.39314493860930977
0.0001668100537200059,7.742636826811277e-06,0.26316457792124437,0.1578491709468777,0.39314493950316165
0.0001668100537200059,2.1544346900318823e-05,0.2631645771504993,0.15784917305866278,0.3931449419903584
0.0001668100537200059,5.994842503189409e-05,0.26316457500585533,0.15784917893484113,0.39314494891114415
0.0001668100537200059,0.0001668100537200059,0.26316456903824664,0.15784919528573702,0.3931449681687379
0.0001668100537200059,0.00046415888336127773,0.2631645524329503,0.15784924078370083,0.39314502175488103
0.0001668100537200059,0.0012915496650148827,0.2631645062271809,0.15784936738932587,0.39314517086727696
0.0001668100537200059,0.003593813663804626,0.2631643776526568,0.1578497197144621,0.39314558582605075
0.0001668100537200059,0.01,0.26316401985368215,0.15785070037020227,0.3931467408194481
0.00046415888336127773,1e-06,0.26316457924128345,0.1578491675079528,0.39314493545515045
0.00046415888336127773,2.782559402207126e-06,0.26316457914173796,0.1578491677806995,0.3931449357763832
0.00046415888336127773,7.742636826811277e-06,0.2631645788647471,0.15784916853963385,0.39314493667023315
0.00046415888336127773,2.1544346900318823e-05,0.26316457809400357,0.15784917065141474,0.393144939157425
0.00046415888336127773,5.994842503189409e-05,0.26316457594936205,0.15784917652758093,0.3931449460781963
0.00046415888336127773,0.0001668100537200059,0.2631645699817615,0.1578491928784436,0.39314496533575055
0.00046415888336127773,0.00046415888336127773,0.2631645533764878,0.15784923837631498,0.3931450189217841
0.00046415888336127773,0.0012915496650148827,0.26316450717078144,0.15784936498168273,0.3931451680338748
0.00046415888336127773,0.003593813663804626,0.2631643785964327,0.15784971730610267,0.39314558299179897
0.00046415888336127773,0.01,0.26316402079794565,0.15785069795984946,0.3931467379828316
0.0012915496650148827,1e-06,0.2631645818666231,0.15784916080969746,0.39314492757241043
0.0012915496650148827,2.782559402207126e-06,0.26316458176707813,0.1578491610824428,0.39314492789364164
0.0012915496650148827,7.742636826811277e-06,0.263164581490088,0.1578491618413725,0.3931449287874861
0.0012915496650148827,2.1544346900318823e-05,0.2631645807193474,0.15784916395314155,0.3931449312746638
0.0012915496650148827,5.994842503189409e-05,0.2631645785747142,0.15784916982927452,0.3931449381953957
0.0012915496650148827,0.0001668100537200059,0.2631645726071362,0.15784918618004468,0.3931449574528402
0.0012915496650148827,0.00046415888336127773,0.2631645560019257,0.1578492316776589,0.3931450110385687
0.0012915496650148827,0.0012915496650148827,0.26316450979639416,0.15784935828231045,0.39314516014980977
0.0012915496650148827,0.003593813663804626,0.26316438122253344,0.15784971060473804,0.39314557510537046
0.0012915496650148827,0.01,0.263164023425403,0.15785069125293735,0.39314673008982215
0.003593813663804626,1e-06,0.263164589171695,0.1578491421716981,0.39314490563856597
0.003593813663804626,2.782559402207126e-06,0.2631645890721512,0.15784914244443923,0.3931449059597922
0.003593813663804626,7.742636826811277e-06,0.2631645887951643,0.15784914320335733,0.3931449068536228
0.003593813663804626,2.1544346900318823e-05,0.2631645880244317,0.15784914531509298,0.39314490934076096
0.003593813663804626,5.994842503189409e-05,0.2631645858798214,0.15784915119113357,0.3931449162613834
0.003593813663804626,0.0001668100537200059,0.2631645799123062,0.1578491675416464,0.3931449355185225
0.003593813663804626,0.00046415888336127773,0.2631645633072707,0.1578492130385445,0.3931449891034015
0.003593813663804626,0.0012915496650148827,0.2631645171022269,0.15784933964120387,0.3931451382122792
0.003593813663804626,0.003593813663804626,0.26316438852972274,0.15784969195808649,0.393145553161262
0.003593813663804626,0.01,0.2631640307363681,0.157850672590851,0.3931467081274037
0.01,1e-06,0.26316460949778475,0.15784909031263447,0.3931448446090351
0.01,2.782559402207126e-06,0.26316460939824393,0.1578490905853637,0.39314484493024715
0.01,7.742636826811277e-06,0.26316460912126505,0.1578490913442483,0.3931448458240382
0.01,2.1544346900318823e-05,0.2631646083505552,0.15784909345589168,0.39314484831106683
0.01,5.994842503189409e-05,0.26316460620600773,0.15784909933167499,0.393144855231384
0.01,0.0001668100537200059,0.2631646002386677,0.1578491156814718,0.39314487448767377
0.01,0.00046415888336127773,0.26316458363411954,0.15784916117637748,0.3931449280701891
0.01,0.0012915496650148827,0.2631645374304325,0.1578492877734935,0.3931450771724908
0.01,0.003593813663804626,0.2631644088617031,0.15784964007494823,0.3931454921031718
0.01,0.01,0.26316405107885477,0.15785062066476668,0.3931466470183672
